Symbol,Name,Sector
SANOFICONR,Sanofi Consumer Healthcare India Limited,Services Sector
SANSERA,Sansera Engineering Limited,Consumer Durables
SANSTAR,Sanstar Limited,Public Sector Banks
SANWARIA,Sanwaria Consumer Limited,Oil & Gas
SAPPHIRE,Sapphire Foods India Limited,Largecap
SARDAEN,Sarda Energy & Minerals Limited,Midcap
SAREGAMA,Saregama India Limited,Oil & Gas
SARLAPOLY,Sarla Performance Fibers Limited,Smallcap
SARVESHWAR,Sarveshwar Foods Limited,Healthcare
SASKEN,Sasken Technologies Limited,Largecap
SASTASUNDR,Sastasundar Ventures Limited,Smallcap
SATIA,Satia Industries Limited,Energy
SATIN,Satin Creditcare Network Limited,Services Sector
SAURASHCEM,Saurashtra Cement Limited,Information Technology
SBC,SBC Exports Limited,Midcap
SBCL,Shivalik Bimetal Controls Limited,Media & Entertainment
SBFC,SBFC Finance Limited,Largecap
SBGLP,Suratwwala Business Group Limited,Commodities
SBICARD,SBI Cards and Payment Services Limited,Consumer Durables
SBILIFE,SBI Life Insurance Company Limited,Infrastructure
SBIN,State Bank of India,Commodities
SCHAEFFLER,Schaeffler India Limited,Midcap
SCHAND,S Chand And Company Limited,Public Sector Banks
SCHNEIDER,Schneider Electric Infrastructure Limited,Consumer Durables
SCI,Shipping Corporation Of India Limited,Commodities
SCILAL,Shipping Corporation of India Land and Assets Limited,FMCG
SCODATUBES,Scoda Tubes Limited,Metals
SCPL,Sheetal Cool Products Limited,Private Banks
SDBL,Som Distilleries & Breweries Limited,Pharmaceuticals
SEAMECLTD,Seamec Limited,Metals
SECMARK,SecMark Consultancy Limited,Media & Entertainment
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Financial Services
SEJALLTD,Sejal Glass Limited,Commodities
SELAN,Selan Exploration Technology Limited,Financial Services
SELMC,SEL Manufacturing Company Limited,Infrastructure
SEMAC,SEMAC CONSULTANTS LIMITED,Midcap
SENCO,Senco Gold Limited,Financial Services
SENORES,Senores Pharmaceuticals Limited,Consumer Durables
SEPC,SEPC Limited,Smallcap
SEQUENT,Sequent Scientific Limited,Energy
SERVOTECH,Servotech Renewable Power System Limited,Commodities
SESHAPAPER,Seshasayee Paper and Boards Limited,Public Sector Banks
SETCO,Setco Automotive Limited,Media & Entertainment
SETUINFRA,Setubandhan Infrastructure Limited,Pharmaceuticals
SFL,Sheela Foam Limited,Consumer Durables
SGIL,Synergy Green Industries Limited,Realty
SGL,STL Global Limited,Smallcap
SGLTL,Standard Glass Lining Technology Limited,Pharmaceuticals
SHAH,Shah Metacorp Limited,Media & Entertainment
SHAHALLOYS,Shah Alloys Limited,Infrastructure
SHAILY,Shaily Engineering Plastics Limited,Private Banks
SHAKTIPUMP,Shakti Pumps (India) Limited,Pharmaceuticals
SHALBY,Shalby Limited,Metals
SHALPAINTS,Shalimar Paints Limited,Energy
SHANKARA,Shankara Building Products Limited,Financial Services
SHANTI,Shanti Overseas (India) Limited,Oil & Gas
SHANTIGEAR,Shanthi Gears Limited,Midcap
SHARDACROP,Sharda Cropchem Limited,Public Sector Banks
SHARDAMOTR,Sharda Motor Industries Limited,FMCG
SHAREINDIA,Share India Securities Limited,Metals
SHEKHAWATI,Shekhawati Industries Limited,Commodities
SHEMAROO,Shemaroo Entertainment Limited,Financial Services
SHILPAMED,Shilpa Medicare Limited,Midcap
SHIVALIK,Shivalik Rasayan Limited,Commodities
SHIVAMAUTO,Shivam Autotech Limited,Services Sector
SHIVAMILLS,Shiva Mills Limited,Financial Services
SHIVATEX,Shiva Texyarn Limited,Services Sector
SHK,S H Kelkar and Company Limited,Services Sector
SHOPERSTOP,Shoppers Stop Limited,Midcap
SHRADHA,Shradha Infraprojects Limited,FMCG
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Pharmaceuticals
SHREECEM,SHREE CEMENT LIMITED,Private Banks
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Services Sector
SHREERAMA,Shree Rama Multi-Tech Limited,Pharmaceuticals
SHRENIK,Shrenik Limited,Commodities
SHREYANIND,Shreyans Industries Limited,Banks
SHRIPISTON,Shriram Pistons & Rings Limited,Realty
SHRIRAMFIN,Shriram Finance Limited,FMCG
SHRIRAMPPS,Shriram Properties Limited,Information Technology
SHYAMCENT,Shyam Century Ferrous Limited,Largecap
SHYAMMETL,Shyam Metalics and Energy Limited,Metals
SHYAMTEL,Shyam Telecom Limited,Financial Services
SICALLOG,Sical Logistics Limited,Information Technology
SIEMENS,Siemens Limited,Banks
SIGACHI,Sigachi Industries Limited,FMCG
SIGIND,Signet Industries Limited,Commodities
SIGMA,Sigma Solve Limited,Realty
SIGNATURE,Signatureglobal (India) Limited,Services Sector
SIGNPOST,Signpost India Limited,Metals
SIKKO,Sikko Industries Limited,Public Sector Banks
SIL,Standard Industries Limited,Media & Entertainment
SILGO,Silgo Retail Limited,Smallcap
SILINV,SIL Investments Limited,Largecap
SILLYMONKS,Silly Monks Entertainment Limited,Banks
SILVERTUC,Silver Touch Technologies Limited,Media & Entertainment
SIMBHALS,Simbhaoli Sugars Limited,Services Sector
SIMPLEXINF,Simplex Infrastructures Limited,Information Technology
SINCLAIR,Sinclairs Hotels Limited,Information Technology
SINDHUTRAD,Sindhu Trade Links Limited,Midcap
SINTERCOM,Sintercom India Limited,Infrastructure
SIRCA,Sirca Paints India Limited,Metals
SIS,SIS LIMITED,Private Banks
SITINET,Siti Networks Limited,Midcap
SIYSIL,Siyaram Silk Mills Limited,Public Sector Banks
SJS,S.J.S. Enterprises Limited,Largecap
SJVN,SJVN Limited,FMCG
SKFINDIA,SKF India Limited,Information Technology
SKIPPER,Skipper Limited,Consumer Durables
SKMEGGPROD,SKM Egg Products Export (India) Limited,Pharmaceuticals
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Oil & Gas
SMARTLINK,Smartlink Holdings Limited,Metals
SMCGLOBAL,SMC Global Securities Limited,Automobile
SMLISUZU,SML Isuzu Limited,Consumer Durables
SMLT,Sarthak Metals Limited,Public Sector Banks
SMSLIFE,SMS Lifesciences India Limited,Realty
SMSPHARMA,SMS Pharmaceuticals Limited,Metals
SNOWMAN,Snowman Logistics Limited,Commodities
SOBHA,Sobha Limited,Infrastructure
SOFTTECH,Softtech Engineers Limited,Consumer Durables
SOLARA,Solara Active Pharma Sciences Limited,Information Technology
SOLARINDS,Solar Industries India Limited,Automobile
SOMANYCERA,Somany Ceramics Limited,Commodities
SOMATEX,Soma Textiles & Industries Limited,Public Sector Banks
SOMICONVEY,Somi Conveyor Beltings Limited,Smallcap
SONACOMS,Sona BLW Precision Forgings Limited,Services Sector
SONAMLTD,SONAM LIMITED,Energy
SONATSOFTW,Sonata Software Limited,Healthcare
SOTL,Savita Oil Technologies Limited,Pharmaceuticals
SOUTHBANK,The South Indian Bank Limited,Media & Entertainment
SOUTHWEST,South West Pinnacle Exploration Limited,Commodities
SPAL,S. P. Apparels Limited,Midcap
SPANDANA,Spandana Sphoorty Financial Limited,Media & Entertainment
SPARC,Sun Pharma Advanced Research Company Limited,Commodities
SPCENET,Spacenet Enterprises India Limited,Smallcap
SPECIALITY,Speciality Restaurants Limited,Information Technology
SPECTRUM,Spectrum Electrical Industries Limited,Information Technology
SPENCERS,Spencer's Retail Limited,Oil & Gas
SPIC,Southern Petrochemicals Industries Corporation  Limited,Consumer Durables
SPLIL,SPL Industries Limited,Information Technology
SPLPETRO,Supreme Petrochem Limited,Automobile
SPMLINFRA,SPML Infra Limited,Healthcare
SPORTKING,Sportking India Limited,Energy
SRD,Shankar Lal Rampal Dye-Chem Limited,Media & Entertainment
SREEL,Sreeleathers Limited,Pharmaceuticals
SRF,SRF Limited,Media & Entertainment
SRGHFL,SRG Housing Finance Limited,Private Banks
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Information Technology
SRM,SRM Contractors Limited,Consumer Durables
SRPL,Shree Ram Proteins Limited,FMCG
SSDL,Saraswati Saree Depot Limited,Public Sector Banks
SSWL,Steel Strips Wheels Limited,Banks
STALLION,Stallion India Fluorochemicals Limited,Midcap
STANLEY,Stanley Lifestyles Limited,Healthcare
STAR,Strides Pharma Science Limited,Smallcap
STARCEMENT,Star Cement Limited,Services Sector
STARHEALTH,Star Health and Allied Insurance Company Limited,Metals
STARPAPER,Star Paper Mills Limited,Midcap
STARTECK,Starteck Finance Limited,Realty
STCINDIA,The State Trading Corporation of India Limited,Midcap
STEELCAS,Steelcast Limited,Automobile
STEELCITY,Steel City Securities Limited,Midcap
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Realty
STEL,Stel Holdings Limited,Pharmaceuticals
STERTOOLS,Sterling Tools Limited,Infrastructure
STLTECH,Sterlite Technologies Limited,Consumer Durables
STOVEKRAFT,Stove Kraft Limited,Pharmaceuticals
STYLAMIND,Stylam Industries Limited,Energy
STYLEBAAZA,Baazar Style Retail Limited,Consumer Durables
STYRENIX,Styrenix Performance Materials Limited,Metals
SUBEXLTD,Subex Limited,Banks
SUBROS,Subros Limited,Information Technology
SUDARSCHEM,Sudarshan Chemical Industries Limited,Information Technology
SUKHJITS,Sukhjit Starch & Chemicals Limited,Largecap
SULA,Sula Vineyards Limited,Banks
SUMEETINDS,Sumeet Industries Limited,Services Sector
SUMICHEM,Sumitomo Chemical India Limited,Oil & Gas
SUMIT,Sumit Woods Limited,Commodities
SUMMITSEC,Summit Securities Limited,Consumer Durables
SUNCLAY,Sundaram Clayton Limited,Energy
SUNDARAM,Sundaram Multi Pap Limited,Oil & Gas
SUNDARMFIN,Sundaram Finance Limited,Financial Services
SUNDARMHLD,Sundaram Finance Holdings Limited,Healthcare
SUNDRMBRAK,Sundaram Brake Linings Limited,Banks
SUNDRMFAST,Sundram Fasteners Limited,Commodities
SUNDROP,Sundrop Brands Limited,Pharmaceuticals
SUNFLAG,Sunflag Iron And Steel Company Limited,Metals
SUNPHARMA,Sun Pharmaceutical Industries Limited,FMCG
SUNTECK,Sunteck Realty Limited,Metals
SUNTV,Sun TV Network Limited,Healthcare
SUPERHOUSE,Superhouse Limited,Financial Services
SUPERSPIN,Super Spinning Mills Limited,Banks
SUPRAJIT,Suprajit Engineering Limited,FMCG
SUPREME,Supreme Holdings & Hospitality (India) Limited,Midcap
SUPREMEIND,Supreme Industries Limited,Oil & Gas
SUPREMEINF,Supreme Infrastructure India Limited,Media & Entertainment
SUPRIYA,Supriya Lifescience Limited,Information Technology
SURAJEST,Suraj Estate Developers Limited,Metals
SURAJLTD,Suraj Limited,Private Banks
SURAKSHA,Suraksha Diagnostic Limited,Largecap
SURANASOL,Surana Solar Limited,Pharmaceuticals
SURYALAXMI,Suryalakshmi Cotton Mills Limited,FMCG
SURYAROSNI,Surya Roshni Limited,Pharmaceuticals
SURYODAY,Suryoday Small Finance Bank Limited,Consumer Durables
SUTLEJTEX,Sutlej Textiles and Industries Limited,Pharmaceuticals
SUVEN,Suven Life Sciences Limited,Oil & Gas
SUVIDHAA,Suvidhaa Infoserve Limited,Automobile
SUYOG,Suyog Telematics Limited,Midcap
SUZLON,Suzlon Energy Limited,Largecap
SVLL,Shree Vasu Logistics Limited,Banks
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,Information Technology
SWANDEF,Swan Defence and Heavy Industries Limited,Banks
SWANENERGY,Swan Energy Limited,Public Sector Banks
SWARAJENG,Swaraj Engines Limited,Pharmaceuticals
SWELECTES,Swelect Energy Systems Limited,FMCG
SWIGGY,Swiggy Limited,Consumer Durables
SWSOLAR,Sterling and Wilson Renewable Energy Limited,Private Banks
SYMPHONY,Symphony Limited,Private Banks
SYNCOMF,Syncom Formulations (India) Limited,Information Technology
SYNGENE,Syngene International Limited,Metals
SYRMA,Syrma SGS Technology Limited,Financial Services
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Metals
TAJGVK,Taj GVK Hotels & Resorts Limited,Private Banks
TAKE,Take Solutions Limited,Media & Entertainment
TALBROAUTO,Talbros Automotive Components Limited,Private Banks
TANLA,Tanla Platforms Limited,Consumer Durables
TARACHAND,Tara Chand InfraLogistic Solutions Limited,Largecap
TARAPUR,Tarapur Transformers Limited,Consumer Durables
TARC,TARC Limited,Public Sector Banks
TARIL,Transformers And Rectifiers (India) Limited,Energy
TARMAT,Tarmat Limited,Healthcare
TARSONS,Tarsons Products Limited,Banks
TASTYBITE,Tasty Bite Eatables Limited,Metals
TATACHEM,Tata Chemicals Limited,Infrastructure
TATACOMM,Tata Communications Limited,Consumer Durables
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Oil & Gas
TATAELXSI,Tata Elxsi Limited,Realty
TATAINVEST,Tata Investment Corporation Limited,Oil & Gas
TATAMOTORS,Tata Motors Limited,Pharmaceuticals
TATAPOWER,Tata Power Company Limited,Banks
TATASTEEL,Tata Steel Limited,Energy
TATATECH,Tata Technologies Limited,Media & Entertainment
TATVA,Tatva Chintan Pharma Chem Limited,Private Banks
TBOTEK,TBO Tek Limited,Smallcap
TBZ,Tribhovandas Bhimji Zaveri Limited,Consumer Durables
TCI,Transport Corporation of India Limited,Infrastructure
TCIEXP,TCI Express Limited,Healthcare
TCIFINANCE,TCI Finance Limited,Smallcap
TCPLPACK,TCPL Packaging Limited,Energy
TCS,Tata Consultancy Services Limited,Smallcap
TDPOWERSYS,TD Power Systems Limited,Automobile
TEAMLEASE,Teamlease Services Limited,FMCG
TECHM,Tech Mahindra Limited,Oil & Gas
TECHNOE,Techno Electric & Engineering Company Limited,Media & Entertainment
TECILCHEM,TECIL Chemicals and Hydro Power Limited,Energy
TEGA,Tega Industries Limited,Consumer Durables
TEJASNET,Tejas Networks Limited,Midcap
TEMBO,Tembo Global Industries Limited,FMCG
TERASOFT,Tera Software Limited,Commodities
TEXINFRA,Texmaco Infrastructure & Holdings Limited,Pharmaceuticals
TEXMOPIPES,Texmo Pipes and Products Limited,Metals
TEXRAIL,Texmaco Rail & Engineering Limited,Banks
TFCILTD,Tourism Finance Corporation of India Limited,Private Banks
TFL,Transwarranty Finance Limited,Midcap
TGBHOTELS,TGB Banquets And Hotels Limited,Banks
THANGAMAYL,Thangamayil Jewellery Limited,FMCG
THEINVEST,The Investment Trust Of India Limited,Consumer Durables
THEJO,Thejo Engineering Limited,Consumer Durables
THELEELA,Schloss Bangalore Limited,Consumer Durables
THEMISMED,Themis Medicare Limited,Realty
THERMAX,Thermax Limited,Realty
THOMASCOOK,Thomas Cook  (India)  Limited,FMCG
THOMASCOTT,Thomas Scott (India) Limited,Banks
THYROCARE,Thyrocare Technologies Limited,Public Sector Banks
TI,Tilaknagar Industries Limited,Healthcare
TICL,Twamev Construction and Infrastructure Limited,Financial Services
TIIL,Technocraft Industries (India) Limited,Midcap
TIINDIA,Tube Investments of India Limited,Media & Entertainment
TIJARIA,Tijaria Polypipes Limited,Infrastructure
TIL,TIL Limited,Oil & Gas
TIMESGTY,Times Guaranty Limited,Financial Services
TIMETECHNO,Time Technoplast Limited,Financial Services
TIMKEN,Timken India Limited,Media & Entertainment
TINNARUBR,Tinna Rubber and Infrastructure Limited,Midcap
TIPSFILMS,Tips Films Limited,Largecap
TIPSMUSIC,Tips Music Limited,Public Sector Banks
TIRUMALCHM,Thirumalai Chemicals Limited,Banks
TIRUPATIFL,Tirupati Forge Limited,Banks
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,Automobile
TITAN,Titan Company Limited,Healthcare
TMB,Tamilnad Mercantile Bank Limited,Healthcare
TNPETRO,Tamilnadu PetroProducts Limited,Pharmaceuticals
TNPL,Tamil Nadu Newsprint & Papers Limited,Smallcap
TNTELE,Tamilnadu Telecommunication Limited,Consumer Durables
TOKYOPLAST,Tokyo Plast International Limited,Public Sector Banks
TOLINS,Tolins Tyres Limited,Midcap
TORNTPHARM,Torrent Pharmaceuticals Limited,FMCG
TORNTPOWER,Torrent Power Limited,Largecap
TOTAL,Total Transport Systems Limited,Largecap
TOUCHWOOD,Touchwood Entertainment Limited,Infrastructure
TPHQ,Teamo Productions HQ Limited,Healthcare
TPLPLASTEH,TPL Plastech Limited,Healthcare
TRACXN,Tracxn Technologies Limited,Pharmaceuticals
TRANSRAILL,Transrail Lighting Limited,Metals
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,Infrastructure
TREEHOUSE,Tree House Education & Accessories Limited,Smallcap
TREJHARA,TREJHARA SOLUTIONS LIMITED,Information Technology
TREL,Transindia Real Estate Limited,Public Sector Banks
TRENT,Trent Limited,Infrastructure
TRF,TRF Limited,Consumer Durables
TRIDENT,Trident Limited,Metals
TRIGYN,Trigyn Technologies Limited,Healthcare
TRITURBINE,Triveni Turbine Limited,Oil & Gas
TRIVENI,Triveni Engineering & Industries Limited,Infrastructure
TRU,TruCap Finance Limited,Metals
TTKHLTCARE,TTK Healthcare Limited,Midcap
TTKPRESTIG,TTK Prestige Limited,Infrastructure
TTL,T T Limited,Private Banks
TTML,Tata Teleservices (Maharashtra) Limited,Oil & Gas
TVSELECT,TVS Electronics Limited,Oil & Gas
TVSHLTD,TVS Holdings Limited,Infrastructure
TVSMOTOR,TVS Motor Company Limited,Smallcap
TVSSCS,TVS Supply Chain Solutions Limited,Smallcap
TVSSRICHAK,TVS Srichakra Limited,FMCG
TVTODAY,TV Today Network Limited,Public Sector Banks
TVVISION,TV Vision Limited,Midcap
UBL,United Breweries Limited,Private Banks
UCAL,UCAL LIMITED,Healthcare
UCOBANK,UCO Bank,Pharmaceuticals
UDAICEMENT,Udaipur Cement Works Limited,Smallcap
UDS,Updater Services Limited,Pharmaceuticals
UFLEX,UFLEX Limited,Pharmaceuticals
UFO,UFO Moviez India Limited,Automobile
UGARSUGAR,The Ugar Sugar Works Limited,Smallcap
UGROCAP,Ugro Capital Limited,Smallcap
UJJIVANSFB,Ujjivan Small Finance Bank Limited,Realty
ULTRACEMCO,UltraTech Cement Limited,Banks
UMAEXPORTS,Uma Exports Limited,Healthcare
UMESLTD,Usha Martin Education & Solutions Limited,Media & Entertainment
UNICHEMLAB,Unichem Laboratories Limited,Private Banks
UNIDT,United Drilling Tools Limited,Commodities
UNIECOM,Unicommerce Esolutions Limited,Oil & Gas
UNIENTER,Uniphos Enterprises Limited,Public Sector Banks
UNIINFO,Uniinfo Telecom Services Limited,Commodities
UNIMECH,Unimech Aerospace and Manufacturing Limited,Healthcare
UNIONBANK,Union Bank of India,Financial Services
UNIPARTS,Uniparts India Limited,Public Sector Banks
UNITDSPR,United Spirits Limited,Public Sector Banks
UNITECH,Unitech Limited,Commodities
UNITEDPOLY,United Polyfab Gujarat Limited,Healthcare
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,Financial Services
UNIVASTU,Univastu India Limited,Midcap
UNIVCABLES,Universal Cables Limited,Commodities
UNIVPHOTO,Universus Photo Imagings Limited,Largecap
UNOMINDA,UNO Minda Limited,Consumer Durables
UPL,UPL Limited,Public Sector Banks
URAVIDEF,Uravi Defence and Technology Limited,Consumer Durables
URJA,Urja Global Limited,FMCG
USHAMART,Usha Martin Limited,Pharmaceuticals
USK,Udayshivakumar Infra Limited,Financial Services
UTIAMC,UTI Asset Management Company Limited,FMCG
UTKARSHBNK,Utkarsh Small Finance Bank Limited,Healthcare
UTTAMSUGAR,Uttam Sugar Mills Limited,Information Technology
UYFINCORP,U. Y. Fincorp Limited,FMCG
VADILALIND,Vadilal Industries Limited,Smallcap
VAIBHAVGBL,Vaibhav Global Limited,Oil & Gas
VAISHALI,Vaishali Pharma Limited,Financial Services
VAKRANGEE,Vakrangee Limited,Services Sector
VALIANTLAB,Valiant Laboratories Limited,Realty
VALIANTORG,Valiant Organics Limited,Commodities
VARDHACRLC,Vardhman Acrylics Limited,Private Banks
VARDMNPOLY,Vardhman Polytex Limited,Infrastructure
VARROC,Varroc Engineering Limited,Commodities
VASCONEQ,Vascon Engineers Limited,Consumer Durables
VASWANI,Vaswani Industries Limited,Information Technology
VBL,Varun Beverages Limited,Banks
VCL,Vaxtex Cotfab Limited,Smallcap
VEDL,Vedanta Limited,Pharmaceuticals
VEEDOL,Veedol Corporation Limited,Information Technology
VENKEYS,Venky's (India) Limited,FMCG
VENTIVE,Ventive Hospitality Limited,Metals
VENUSPIPES,Venus Pipes & Tubes Limited,Largecap
VENUSREM,Venus Remedies Limited,Oil & Gas
VERANDA,Veranda Learning Solutions Limited,Largecap
VESUVIUS,Vesuvius India Limited,Pharmaceuticals
VETO,Veto Switchgears And Cables Limited,Largecap
VGUARD,V-Guard Industries Limited,Largecap
VHL,Vardhman Holdings Limited,Pharmaceuticals
VHLTD,Viceroy Hotels Limited,Realty
VIDHIING,Vidhi Specialty Food Ingredients Limited,Realty
VIJAYA,Vijaya Diagnostic Centre Limited,Oil & Gas
VIJIFIN,Viji Finance Limited,Services Sector
VIKASECO,Vikas EcoTech Limited,Largecap
VIKASLIFE,Vikas Lifecare Limited,Infrastructure
VIMTALABS,Vimta Labs Limited,Infrastructure
VINATIORGA,Vinati Organics Limited,Financial Services
VINCOFE,Vintage Coffee And Beverages Limited,Public Sector Banks
VINDHYATEL,Vindhya Telelinks Limited,Smallcap
VINEETLAB,Vineet Laboratories Limited,Commodities
VINNY,Vinny Overseas Limited,Banks
VINYLINDIA,Vinyl Chemicals (India) Limited,Automobile
VIPCLOTHNG,VIP Clothing Limited,Commodities
VIPIND,VIP Industries Limited,Public Sector Banks
VIPULLTD,Vipul Limited,Metals
VIRINCHI,Virinchi Limited,Media & Entertainment
VISAKAIND,Visaka Industries Limited,Smallcap
VISASTEEL,Visa Steel Limited,Consumer Durables
VISHNU,Vishnu Chemicals Limited,Information Technology
VISHWARAJ,Vishwaraj Sugar Industries Limited,Automobile
VIVIDHA,Visagar Polytex Limited,Commodities
VLEGOV,VL E-Governance & IT Solutions Limited,Midcap
VLSFINANCE,VLS Finance Limited,Commodities
VMART,V-Mart Retail Limited,Public Sector Banks
VMM,Vishal Mega Mart Limited,Public Sector Banks
VOLTAMP,Voltamp Transformers Limited,Private Banks
VOLTAS,Voltas Limited,Smallcap
VPRPL,Vishnu Prakash R Punglia Limited,Smallcap
VRAJ,Vraj Iron and Steel Limited,Pharmaceuticals
VRLLOG,VRL Logistics Limited,Metals
VSSL,Vardhman Special Steels Limited,FMCG
VSTIND,VST Industries Limited,Pharmaceuticals
VSTL,Vibhor Steel Tubes Limited,Private Banks
VSTTILLERS,V.S.T Tillers Tractors Limited,Media & Entertainment
VTL,Vardhman Textiles Limited,Banks
WAAREEENER,Waaree Energies Limited,Infrastructure
WAAREERTL,Waaree Renewable Technologies Limited,Private Banks
WABAG,VA Tech Wabag Limited,Healthcare
WALCHANNAG,Walchandnagar Industries Limited,Infrastructure
WANBURY,Wanbury Limited,FMCG
WCIL,Western Carriers (India) Limited,Metals
WEALTH,Wealth First Portfolio Managers Limited,Smallcap
WEBELSOLAR,Websol Energy System Limited,Financial Services
WEIZMANIND,Weizmann Limited,Automobile
WEL,Wonder Electricals Limited,Consumer Durables
WELCORP,Welspun Corp Limited,Services Sector
WELENT,Welspun Enterprises Limited,Information Technology
WELINV,Welspun Investments and Commercials Limited,Healthcare
WELSPUNLIV,Welspun Living Limited,Smallcap
WENDT,Wendt (India) Limited,Healthcare
WESTLIFE,WESTLIFE FOODWORLD LIMITED,Midcap
WEWIN,WE WIN LIMITED,Metals
WHEELS,Wheels India Limited,Oil & Gas
WHIRLPOOL,Whirlpool of India Limited,Healthcare
WILLAMAGOR,Williamson Magor & Company Limited,Commodities
WINDLAS,Windlas Biotech Limited,Pharmaceuticals
WINDMACHIN,Windsor Machines Limited,Banks
WINSOME,Winsome Yarns Limited,Services Sector
WIPL,The Western India Plywoods Limited,Infrastructure
WIPRO,Wipro Limited,Media & Entertainment
WOCKPHARMA,Wockhardt Limited,Metals
WONDERLA,Wonderla Holidays Limited,Infrastructure
WORTH,Worth Peripherals Limited,Commodities
WSI,W S Industries (I) Limited,Smallcap
WSTCSTPAPR,West Coast Paper Mills Limited,Media & Entertainment
XCHANGING,Xchanging Solutions Limited,Smallcap
XELPMOC,Xelpmoc Design And Tech Limited,Services Sector
XPROINDIA,Xpro India Limited,Healthcare
XTGLOBAL,Xtglobal Infotech Limited,Banks
YAARI,Yaari Digital Integrated Services Limited,Media & Entertainment
YASHO,Yasho Industries Limited,Media & Entertainment
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,Media & Entertainment
YATRA,Yatra Online Limited,Commodities
YESBANK,Yes Bank Limited,Largecap
YUKEN,Yuken India Limited,Midcap
ZAGGLE,Zaggle Prepaid Ocean Services Limited,Media & Entertainment
ZEEL,Zee Entertainment Enterprises Limited,Services Sector
ZEELEARN,Zee Learn Limited,Services Sector
ZEEMEDIA,Zee Media Corporation Limited,Infrastructure
ZENITHEXPO,Zenith Exports Limited,Private Banks
ZENITHSTL,Zenith Steel Pipes & Industries Limited,Private Banks
ZENSARTECH,Zensar Technologies Limited,Midcap
ZENTEC,Zen Technologies Limited,Consumer Durables
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Services Sector
ZIMLAB,Zim Laboratories Limited,Media & Entertainment
ZODIAC,Zodiac Energy Limited,Midcap
ZODIACLOTH,Zodiac Clothing Company Limited,Smallcap
ZOTA,Zota Health Care LImited,Information Technology
ZUARI,Zuari Agro Chemicals Limited,Services Sector
ZUARIIND,ZUARI INDUSTRIES LIMITED,Banks
ZYDUSLIFE,Zydus Lifesciences Limited,Consumer Durables
ZYDUSWELL,Zydus Wellness Limited,Information Technology
